,code,decimal_point,name,pre_close,volunit,type,kind,market
32,399018,2.0,创业创新,3523.703125,100.0,指数板块,指数,0
33,399050,2.0,创新引擎,2414.594482421875,100.0,指数板块,指数,0
34,399100,2.0,新 指 数,7860.40283203125,100.0,指数板块,指数,0
35,399101,2.0,中小板综,9592.1953125,100.0,指数板块,指数,0
36,399102,2.0,创业板综,2119.62646484375,100.0,指数板块,指数,0
37,399103,2.0,乐富指数,6249.59375,100.0,指数板块,指数,0
38,399106,2.0,深证综指,1713.033447265625,100.0,指数板块,指数,0
39,399107,2.0,深证Ａ指,1792.05029296875,100.0,指数板块,指数,0
40,399108,2.0,深证Ｂ指,925.2130126953124,100.0,指数板块,指数,0
41,399231,2.0,农林指数,1547.680419921875,100.0,指数板块,指数,0
42,399232,2.0,采矿指数,1678.1046142578125,100.0,指数板块,指数,0
43,399233,2.0,制造指数,1954.3787841796875,100.0,指数板块,指数,0
44,399234,2.0,水电指数,687.5880737304688,100.0,指数板块,指数,0
45,399235,2.0,建筑指数,1071.6893310546877,100.0,指数板块,指数,0
46,399236,2.0,批零指数,1424.4317626953125,100.0,指数板块,指数,0
47,399237,2.0,运输指数,1080.9310302734377,100.0,指数板块,指数,0
48,399238,2.0,餐饮指数,992.590576171875,100.0,指数板块,指数,0
49,399239,2.0,IT指数,1839.766357421875,100.0,指数板块,指数,0
50,399240,2.0,金融指数,1156.5198974609375,100.0,指数板块,指数,0
51,399241,2.0,地产指数,2651.052001953125,100.0,指数板块,指数,0
52,399242,2.0,商务指数,1076.6761474609377,100.0,指数板块,指数,0
53,399243,2.0,科研指数,1750.6129150390625,100.0,指数板块,指数,0
54,399244,2.0,公共指数,784.6015014648438,100.0,指数板块,指数,0
55,399248,2.0,文化指数,983.1915283203124,100.0,指数板块,指数,0
56,399249,2.0,综企指数,608.0220947265625,100.0,指数板块,指数,0
57,399290,2.0,深转交债,124.9272003173828,100.0,指数板块,指数,0
58,399291,2.0,创精选88,3143.494140625,100.0,指数板块,指数,0
59,399292,2.0,民企发展,1166.034423828125,100.0,指数板块,指数,0
60,399293,2.0,创业大盘,3305.9384765625,100.0,指数板块,指数,0
61,399294,2.0,中小创Q,2604.884033203125,100.0,指数板块,指数,0
62,399295,2.0,创业蓝筹,3935.222412109375,100.0,指数板块,指数,0
63,399296,2.0,创成长,3349.826171875,100.0,指数板块,指数,0
64,399297,2.0,新浪100,2862.26708984375,100.0,指数板块,指数,0
65,399298,2.0,深信中高,171.62570190429688,100.0,指数板块,指数,0
66,399299,2.0,深信中低,187.4333953857422,100.0,指数板块,指数,0
67,399300,2.0,沪深300,4027.1494140625,100.0,指数板块,指数,0
68,399301,2.0,深信用债,174.54229736328125,100.0,指数板块,指数,0
69,399302,2.0,深公司债,178.25619506835938,100.0,指数板块,指数,0
70,399303,2.0,国证2000,6157.20263671875,100.0,指数板块,指数,0
71,399306,2.0,深证ETF,1239.1861572265625,100.0,指数板块,指数,0
72,399307,2.0,深证转债,225.1764068603516,100.0,指数板块,指数,0
73,399310,2.0,国证50,6502.83056640625,100.0,指数板块,指数,0
74,399311,2.0,国证1000,3945.8232421875,100.0,指数板块,指数,0
75,399312,2.0,国证300,4534.8671875,100.0,指数板块,指数,0
76,399313,2.0,巨潮100,4831.83203125,100.0,指数板块,指数,0
77,399314,2.0,巨潮大盘,4249.78857421875,100.0,指数板块,指数,0
78,399315,2.0,巨潮中盘,3796.62548828125,100.0,指数板块,指数,0
79,399316,2.0,巨潮小盘,4063.48095703125,100.0,指数板块,指数,0
80,399317,2.0,国证Ａ指,4542.02294921875,100.0,指数板块,指数,0
81,399318,2.0,国证Ｂ指,3771.802001953125,100.0,指数板块,指数,0
82,399319,2.0,资源优势,1460.1151123046875,100.0,指数板块,指数,0
83,399320,2.0,国证服务,1977.611083984375,100.0,指数板块,指数,0
84,399321,2.0,国证红利,6873.5791015625,100.0,指数板块,指数,0
85,399322,2.0,国证治理,8891.7099609375,100.0,指数板块,指数,0
86,399324,2.0,深证红利,10025.4580078125,100.0,指数板块,指数,0
87,399326,2.0,成长40,4801.16748046875,100.0,指数板块,指数,0
88,399328,2.0,深证治理,10427.5615234375,100.0,指数板块,指数,0
89,399330,2.0,深证100,4574.78662109375,100.0,指数板块,指数,0
90,399333,2.0,中小板R,7347.400390625,100.0,指数板块,指数,0
91,399335,2.0,深证央企,4007.50390625,100.0,指数板块,指数,0
92,399337,2.0,深证民营,4251.90673828125,100.0,指数板块,指数,0
93,399339,2.0,深证科技,5722.5712890625,100.0,指数板块,指数,0
94,399341,2.0,深证责任,1806.860595703125,100.0,指数板块,指数,0
95,399344,2.0,深证300R,5294.1787109375,100.0,指数板块,指数,0
96,399346,2.0,深证成长,3703.044677734375,100.0,指数板块,指数,0
97,399348,2.0,深证价值,6520.9306640625,100.0,指数板块,指数,0
98,399350,2.0,皖江30,1624.7884521484375,100.0,指数板块,指数,0
99,399351,2.0,创新示范,8553.591796875,100.0,指数板块,指数,0
100,399352,2.0,深企综指,8158.97265625,100.0,指数板块,指数,0
101,399353,2.0,国证物流,2399.427490234375,100.0,指数板块,指数,0
102,399354,2.0,分析师指,6763.8642578125,100.0,指数板块,指数,0
103,399355,2.0,长三角,3638.986083984375,100.0,指数板块,指数,0
104,399356,2.0,珠三角,10449.1953125,100.0,指数板块,指数,0
105,399357,2.0,环渤海,2938.13818359375,100.0,指数板块,指数,0
106,399358,2.0,国证环保,2950.499755859375,100.0,指数板块,指数,0
107,399359,2.0,国证基建,2493.730224609375,100.0,指数板块,指数,0
108,399360,2.0,新硬件,4021.671875,100.0,指数板块,指数,0
109,399361,2.0,国证商业,4787.88330078125,100.0,指数板块,指数,0
110,399362,2.0,民企100,5959.46484375,100.0,指数板块,指数,0
111,399363,2.0,计算机指,4630.4990234375,100.0,指数板块,指数,0
112,399364,2.0,消费100,8623.724609375,100.0,指数板块,指数,0
113,399365,2.0,国证农业,11537.89453125,100.0,指数板块,指数,0
114,399366,2.0,国证大宗,1836.3597412109373,100.0,指数板块,指数,0
115,399367,2.0,1000地产,5944.08447265625,100.0,指数板块,指数,0
116,399368,2.0,国证军工,5773.53759765625,100.0,指数板块,指数,0
117,399369,2.0,国证责任,1578.4229736328125,100.0,指数板块,指数,0
118,399370,2.0,国证成长,3983.419189453125,100.0,指数板块,指数,0
119,399371,2.0,国证价值,6203.07958984375,100.0,指数板块,指数,0
120,399372,2.0,大盘成长,4068.430908203125,100.0,指数板块,指数,0
121,399373,2.0,大盘价值,7741.36376953125,100.0,指数板块,指数,0
122,399374,2.0,中盘成长,4023.47021484375,100.0,指数板块,指数,0
123,399375,2.0,中盘价值,4952.03515625,100.0,指数板块,指数,0
124,399376,2.0,小盘成长,4687.81396484375,100.0,指数板块,指数,0
125,399377,2.0,小盘价值,5357.90478515625,100.0,指数板块,指数,0
126,399378,2.0,国证低碳,2386.2998046875,100.0,指数板块,指数,0
127,399379,2.0,国证基金,6934.5078125,100.0,指数板块,指数,0
128,399380,2.0,国证ETF,1386.06396484375,100.0,指数板块,指数,0
129,399381,2.0,1000能源,1962.04833984375,100.0,指数板块,指数,0
130,399382,2.0,1000材料,2075.322998046875,100.0,指数板块,指数,0
131,399383,2.0,1000工业,2127.21923828125,100.0,指数板块,指数,0
132,399384,2.0,1000可选,3365.175537109375,100.0,指数板块,指数,0
133,399385,2.0,1000消费,9946.12109375,100.0,指数板块,指数,0
134,399386,2.0,1000医药,6761.6630859375,100.0,指数板块,指数,0
135,399387,2.0,1000金融,5269.6904296875,100.0,指数板块,指数,0
136,399388,2.0,1000信息,4111.9306640625,100.0,指数板块,指数,0
137,399389,2.0,国证通信,3984.67822265625,100.0,指数板块,指数,0
138,399390,2.0,1000公用,2095.606689453125,100.0,指数板块,指数,0
139,399391,2.0,投资时钟,2883.1708984375,100.0,指数板块,指数,0
140,399392,2.0,国证新兴,2128.6513671875,100.0,指数板块,指数,0
141,399393,2.0,国证地产,6314.0,100.0,指数板块,指数,0
142,399394,2.0,国证医药,10329.0078125,100.0,指数板块,指数,0
143,399395,2.0,国证有色,3405.27783203125,100.0,指数板块,指数,0
144,399396,2.0,国证食品,17778.705078125,100.0,指数板块,指数,0
145,399397,2.0,国证文化,1954.2049560546875,100.0,指数板块,指数,0
146,399398,2.0,绩效指数,8953.3447265625,100.0,指数板块,指数,0
147,399399,2.0,中经GDP,7224.529296875,100.0,指数板块,指数,0
148,399400,2.0,大中盘,3450.625244140625,100.0,指数板块,指数,0
149,399401,2.0,中小盘,3567.239013671875,100.0,指数板块,指数,0
150,399402,2.0,周期100,3043.655517578125,100.0,指数板块,指数,0
151,399403,2.0,防御100,7422.34521484375,100.0,指数板块,指数,0
152,399404,2.0,大盘低波,4952.380859375,100.0,指数板块,指数,0
153,399405,2.0,大盘高贝,2274.048828125,100.0,指数板块,指数,0
154,399406,2.0,中盘低波,10240.994140625,100.0,指数板块,指数,0
155,399407,2.0,中盘高贝,2593.228759765625,100.0,指数板块,指数,0
156,399408,2.0,小盘低波,10143.4375,100.0,指数板块,指数,0
157,399409,2.0,小盘高贝,3852.412353515625,100.0,指数板块,指数,0
158,399410,2.0,苏州率先,1960.0791015625,100.0,指数板块,指数,0
159,399411,2.0,红利100,3103.015869140625,100.0,指数板块,指数,0
160,399412,2.0,国证新能,1712.96875,100.0,指数板块,指数,0
161,399413,2.0,国证转债,128.44340515136722,100.0,指数板块,指数,0
162,399415,2.0,I100,5112.76953125,100.0,指数板块,指数,0
163,399416,2.0,I300,3588.19921875,100.0,指数板块,指数,0
164,399417,2.0,新能源车,1788.1630859375,100.0,指数板块,指数,0
165,399418,2.0,国证国安,2889.477783203125,100.0,指数板块,指数,0
166,399419,2.0,国证高铁,1561.9986572265625,100.0,指数板块,指数,0
167,399420,2.0,国证保证,1410.2672119140625,100.0,指数板块,指数,0
168,399422,2.0,中关村A,2799.291259765625,100.0,指数板块,指数,0
169,399423,2.0,中关村50,2538.781005859375,100.0,指数板块,指数,0
170,399427,2.0,专利领先,2364.007568359375,100.0,指数板块,指数,0
171,399428,2.0,国证定增,2296.262451171875,100.0,指数板块,指数,0
172,399429,2.0,新丝路,1101.171142578125,100.0,指数板块,指数,0
173,399431,2.0,国证银行,6890.32080078125,100.0,指数板块,指数,0
174,399432,2.0,国证汽车,2867.277587890625,100.0,指数板块,指数,0
175,399433,2.0,国证交运,1768.83447265625,100.0,指数板块,指数,0
176,399434,2.0,国证传媒,1920.5784912109373,100.0,指数板块,指数,0
177,399435,2.0,国证农牧,4204.38623046875,100.0,指数板块,指数,0
178,399436,2.0,国证煤炭,2392.4580078125,100.0,指数板块,指数,0
179,399437,2.0,证券龙头,5731.8095703125,100.0,指数板块,指数,0
180,399438,2.0,国证电力,1817.052978515625,100.0,指数板块,指数,0
181,399439,2.0,国证油气,1361.0316162109375,100.0,指数板块,指数,0
182,399440,2.0,国证钢铁,1173.5411376953125,100.0,指数板块,指数,0
183,399441,2.0,生物医药,3100.273681640625,100.0,指数板块,指数,0
184,399481,2.0,企债指数,128.05819702148438,100.0,指数板块,指数,0
185,399550,2.0,央视50,7259.84033203125,100.0,指数板块,指数,0
186,399551,2.0,央视创新,7007.17626953125,100.0,指数板块,指数,0
187,399552,2.0,央视成长,8094.00048828125,100.0,指数板块,指数,0
188,399553,2.0,央视回报,5987.3017578125,100.0,指数板块,指数,0
189,399554,2.0,央视治理,7413.2509765625,100.0,指数板块,指数,0
190,399555,2.0,央视责任,4695.9619140625,100.0,指数板块,指数,0
191,399556,2.0,央视生态,1574.4158935546875,100.0,指数板块,指数,0
192,399557,2.0,央视文化,1605.311767578125,100.0,指数板块,指数,0
193,399602,2.0,中小成长,1115.814697265625,100.0,指数板块,指数,0
194,399604,2.0,中小价值,1431.0621337890625,100.0,指数板块,指数,0
195,399606,2.0,创业板R,1888.89892578125,100.0,指数板块,指数,0
196,399608,2.0,科技100,2411.1904296875,100.0,指数板块,指数,0
197,399610,2.0,TMT50,5517.62451171875,100.0,指数板块,指数,0
198,399611,2.0,中创100R,2013.8712158203125,100.0,指数板块,指数,0
199,399612,2.0,中创100,1825.3516845703125,100.0,指数板块,指数,0
200,399613,2.0,深证能源,2763.1083984375,100.0,指数板块,指数,0
201,399614,2.0,深证材料,2194.087890625,100.0,指数板块,指数,0
202,399615,2.0,深证工业,2305.73583984375,100.0,指数板块,指数,0
203,399616,2.0,深证可选,5477.81494140625,100.0,指数板块,指数,0
204,399617,2.0,深证消费,11115.21875,100.0,指数板块,指数,0
205,399618,2.0,深证医药,10538.82421875,100.0,指数板块,指数,0
206,399619,2.0,深证金融,5710.9931640625,100.0,指数板块,指数,0
207,399620,2.0,深证信息,3905.13427734375,100.0,指数板块,指数,0
208,399621,2.0,深证电信,3527.4384765625,100.0,指数板块,指数,0
209,399622,2.0,深证公用,1572.3348388671875,100.0,指数板块,指数,0
210,399623,2.0,中小基础,6881.45654296875,100.0,指数板块,指数,0
211,399624,2.0,中创400,1720.66552734375,100.0,指数板块,指数,0
212,399625,2.0,中创500,1626.5697021484375,100.0,指数板块,指数,0
213,399626,2.0,中创成长,1448.3797607421875,100.0,指数板块,指数,0
214,399627,2.0,中创价值,1737.459716796875,100.0,指数板块,指数,0
215,399628,2.0,700成长,1689.9781494140625,100.0,指数板块,指数,0
216,399629,2.0,700价值,1967.5013427734373,100.0,指数板块,指数,0
217,399630,2.0,1000成长,1391.030517578125,100.0,指数板块,指数,0
218,399631,2.0,1000价值,1958.19384765625,100.0,指数板块,指数,0
219,399632,2.0,深100EW,4419.77294921875,100.0,指数板块,指数,0
220,399633,2.0,深300EW,4911.42236328125,100.0,指数板块,指数,0
221,399634,2.0,中小板EW,3402.4736328125,100.0,指数板块,指数,0
222,399635,2.0,创业板EW,1707.1142578125,100.0,指数板块,指数,0
223,399636,2.0,深证装备,3406.797119140625,100.0,指数板块,指数,0
224,399637,2.0,深证地产,4521.31787109375,100.0,指数板块,指数,0
225,399638,2.0,深证环保,3027.93603515625,100.0,指数板块,指数,0
226,399639,2.0,深证大宗,1977.7613525390625,100.0,指数板块,指数,0
227,399640,2.0,创业基础,1690.80615234375,100.0,指数板块,指数,0
228,399641,2.0,深证新兴,1854.1248779296875,100.0,指数板块,指数,0
229,399642,2.0,中小新兴,1565.9609375,100.0,指数板块,指数,0
230,399643,2.0,创业新兴,2022.3702392578125,100.0,指数板块,指数,0
231,399644,2.0,深证时钟,3503.3046875,100.0,指数板块,指数,0
232,399645,2.0,100低波,7858.44189453125,100.0,指数板块,指数,0
233,399646,2.0,深消费50,7779.52099609375,100.0,指数板块,指数,0
234,399647,2.0,深医药50,10419.4326171875,100.0,指数板块,指数,0
235,399648,2.0,深证GDP,8487.4140625,100.0,指数板块,指数,0
236,399649,2.0,中小红利,2707.285400390625,100.0,指数板块,指数,0
237,399650,2.0,中小治理,2261.064453125,100.0,指数板块,指数,0
238,399651,2.0,中小责任,1683.2354736328125,100.0,指数板块,指数,0
239,399652,2.0,中创高新,2613.108154296875,100.0,指数板块,指数,0
240,399653,2.0,深证龙头,2400.419921875,100.0,指数板块,指数,0
241,399654,2.0,深证文化,2600.134521484375,100.0,指数板块,指数,0
242,399655,2.0,深证绩效,8834.0673828125,100.0,指数板块,指数,0
243,399656,2.0,100绩效,5710.400390625,100.0,指数板块,指数,0
244,399657,2.0,300绩效,5970.51025390625,100.0,指数板块,指数,0
245,399658,2.0,中小绩效,4123.49853515625,100.0,指数板块,指数,0
246,399659,2.0,深成指EW,3517.5068359375,100.0,指数板块,指数,0
247,399660,2.0,中创EW,2224.64599609375,100.0,指数板块,指数,0
248,399661,2.0,深证低波,4740.21435546875,100.0,指数板块,指数,0
249,399662,2.0,深证高贝,1812.714111328125,100.0,指数板块,指数,0
250,399663,2.0,中小低波,1275.916748046875,100.0,指数板块,指数,0
251,399664,2.0,中小高贝,1021.4188232421876,100.0,指数板块,指数,0
252,399665,2.0,中创低波,1452.2894287109375,100.0,指数板块,指数,0
253,399666,2.0,中创高贝,1395.060791015625,100.0,指数板块,指数,0
254,399667,2.0,创业板G,2541.37158203125,100.0,指数板块,指数,0
255,399668,2.0,创业板V,2629.5869140625,100.0,指数板块,指数,0
256,399669,2.0,深证农业,8963.556640625,100.0,指数板块,指数,0
257,399670,2.0,深周期50,2871.963623046875,100.0,指数板块,指数,0
258,399671,2.0,深防御50,7478.33203125,100.0,指数板块,指数,0
259,399672,2.0,深红利50,3707.978271484375,100.0,指数板块,指数,0
260,399673,2.0,创业板50,1496.187744140625,100.0,指数板块,指数,0
261,399674,2.0,深A医药,2064.135498046875,100.0,指数板块,指数,0
262,399675,2.0,深互联网,3124.466796875,100.0,指数板块,指数,0
263,399676,2.0,深医药EW,2524.7412109375,100.0,指数板块,指数,0
264,399677,2.0,深互联EW,3806.400146484375,100.0,指数板块,指数,0
265,399678,2.0,深次新股,889.1986083984375,100.0,指数板块,指数,0
266,399679,2.0,深证200R,4462.39404296875,100.0,指数板块,指数,0
267,399680,2.0,深成能源,619.76123046875,100.0,指数板块,指数,0
268,399681,2.0,深成材料,787.8757934570312,100.0,指数板块,指数,0
269,399682,2.0,深成工业,963.5067138671876,100.0,指数板块,指数,0
270,399683,2.0,深成可选,1704.6639404296875,100.0,指数板块,指数,0
271,399684,2.0,深成消费,2253.975341796875,100.0,指数板块,指数,0
272,399685,2.0,深成医药,2099.81298828125,100.0,指数板块,指数,0
273,399686,2.0,深成金融,1793.6988525390625,100.0,指数板块,指数,0
274,399687,2.0,深成信息,2587.236083984375,100.0,指数板块,指数,0
275,399688,2.0,深成电信,1777.608154296875,100.0,指数板块,指数,0
276,399689,2.0,深成公用,847.7698974609375,100.0,指数板块,指数,0
277,399690,2.0,中小专利,1765.1690673828125,100.0,指数板块,指数,0
278,399691,2.0,创业专利,2348.68798828125,100.0,指数板块,指数,0
279,399692,2.0,创业低波,2394.001708984375,100.0,指数板块,指数,0
280,399693,2.0,安防产业,3611.58349609375,100.0,指数板块,指数,0
281,399694,2.0,创业高贝,2609.71826171875,100.0,指数板块,指数,0
282,399695,2.0,深证节能,2055.49755859375,100.0,指数板块,指数,0
283,399696,2.0,深证创投,2291.2041015625,100.0,指数板块,指数,0
284,399697,2.0,中关村60,3836.77978515625,100.0,指数板块,指数,0
285,399698,2.0,优势成长,17667.173828125,100.0,指数板块,指数,0
286,399699,2.0,金融科技,3411.443603515625,100.0,指数板块,指数,0
287,399701,2.0,深证F60,8281.291015625,100.0,指数板块,指数,0
288,399702,2.0,深证F120,7356.1650390625,100.0,指数板块,指数,0
289,399703,2.0,深证F200,6946.36572265625,100.0,指数板块,指数,0
290,399704,2.0,深证上游,3432.3916015625,100.0,指数板块,指数,0
291,399705,2.0,深证中游,2343.166015625,100.0,指数板块,指数,0
292,399706,2.0,深证下游,6182.05224609375,100.0,指数板块,指数,0
293,399707,2.0,CSSW证券,6181.11767578125,100.0,指数板块,指数,0
294,399802,2.0,500深市,4768.5205078125,100.0,指数板块,指数,0
295,399803,2.0,工业4.0,2744.3330078125,100.0,指数板块,指数,0
296,399804,2.0,中证体育,1874.67333984375,100.0,指数板块,指数,0
297,399805,2.0,互联金融,2821.844482421875,100.0,指数板块,指数,0
298,399806,2.0,环境治理,1428.985107421875,100.0,指数板块,指数,0
299,399807,2.0,高铁产业,1427.328369140625,100.0,指数板块,指数,0
300,399808,2.0,中证新能,1449.4852294921875,100.0,指数板块,指数,0
301,399809,2.0,保险主题,2422.125,100.0,指数板块,指数,0
302,399810,2.0,CSSW传媒,2958.4921875,100.0,指数板块,指数,0
303,399811,2.0,CSSW电子,3087.75390625,100.0,指数板块,指数,0
304,399812,2.0,养老产业,7456.04296875,100.0,指数板块,指数,0
305,399813,2.0,中证国安,5205.99267578125,100.0,指数板块,指数,0
306,399814,2.0,大农业,1184.6427001953125,100.0,指数板块,指数,0
307,399817,2.0,生态100,1052.4801025390623,100.0,指数板块,指数,0
308,399901,2.0,小康指数,5045.12548828125,100.0,指数板块,指数,0
309,399903,2.0,中证100,4258.97412109375,100.0,指数板块,指数,0
310,399904,2.0,中证 200,3990.04248046875,100.0,指数板块,指数,0
311,399905,2.0,中证 500,5241.73779296875,100.0,指数板块,指数,0
312,399913,2.0,300 医药,10710.1796875,100.0,指数板块,指数,0
313,399914,2.0,300 金融,6824.82666015625,100.0,指数板块,指数,0
314,399918,2.0,300 成长,4973.9404296875,100.0,指数板块,指数,0
315,399928,2.0,中证能源,1741.56494140625,100.0,指数板块,指数,0
316,399932,2.0,中证消费,15686.1142578125,100.0,指数板块,指数,0
317,399933,2.0,中证医药,9871.9345703125,100.0,指数板块,指数,0
318,399934,2.0,中证金融,6513.755859375,100.0,指数板块,指数,0
319,399935,2.0,中证信息,4745.396484375,100.0,指数板块,指数,0
320,399944,2.0,内地资源,2158.912841796875,100.0,指数板块,指数,0
321,399958,2.0,创业成长,1044.577880859375,100.0,指数板块,指数,0
322,399959,2.0,军工指数,1086.459716796875,100.0,指数板块,指数,0
323,399965,2.0,800地产,6785.40576171875,100.0,指数板块,指数,0
324,399966,2.0,800非银,6221.32861328125,100.0,指数板块,指数,0
325,399967,2.0,中证军工,7851.97412109375,100.0,指数板块,指数,0
326,399970,2.0,移动互联,2643.58544921875,100.0,指数板块,指数,0
327,399971,2.0,中证传媒,1391.2564697265625,100.0,指数板块,指数,0
328,399972,2.0,300深市,4904.49462890625,100.0,指数板块,指数,0
329,399973,2.0,中证国防,1172.3587646484375,100.0,指数板块,指数,0
330,399974,2.0,国企改革,1545.815673828125,100.0,指数板块,指数,0
331,399975,2.0,证券公司,752.839111328125,100.0,指数板块,指数,0
332,399976,2.0,CS新能车,1870.08935546875,100.0,指数板块,指数,0
333,399982,2.0,500等权,6210.16796875,100.0,指数板块,指数,0
334,399983,2.0,地产等权,7661.42529296875,100.0,指数板块,指数,0
335,399986,2.0,中证银行,6842.11767578125,100.0,指数板块,指数,0
336,399987,2.0,中证酒,4527.94140625,100.0,指数板块,指数,0
337,399989,2.0,中证医疗,9175.3349609375,100.0,指数板块,指数,0
338,399990,2.0,煤炭等权,1642.7674560546875,100.0,指数板块,指数,0
339,399991,2.0,一带一路,1496.6612548828125,100.0,指数板块,指数,0
340,399992,2.0,CSWD并购,1462.3150634765625,100.0,指数板块,指数,0
341,399993,2.0,CSWD生科,2991.439208984375,100.0,指数板块,指数,0
342,399994,2.0,信息安全,1796.285400390625,100.0,指数板块,指数,0
343,399995,2.0,基建工程,3772.26953125,100.0,指数板块,指数,0
344,399996,2.0,智能家居,2838.31396484375,100.0,指数板块,指数,0
345,399997,2.0,中证白酒,8106.23876953125,100.0,指数板块,指数,0
346,399998,2.0,中证煤炭,1257.4530029296875,100.0,指数板块,指数,0
347,000001,2.0,平安银行,16.549999237060547,100.0,证券,A股股票,0
348,000002,2.0,万 科Ａ,31.03000068664551,100.0,证券,A股股票,0
349,000004,2.0,国农科技,21.86000061035156,100.0,证券,A股股票,0
350,000005,2.0,世纪星源,4674.0093750953665,100.0,证券,A股股票,0
351,000006,2.0,深振业Ａ,5.400000095367432,100.0,证券,A股股票,0
352,000007,2.0,全新好,504.01249980926514,100.0,证券,A股股票,0
353,000008,2.0,神州高铁,6978.006875038147,100.0,证券,A股股票,0
354,000009,2.0,中国宝安,4.809999942779541,100.0,证券,A股股票,0
355,000010,2.0,*ST美丽,5890.0025000572205,100.0,证券,A股股票,0
356,000011,2.0,深物业A,392.0,100.0,证券,A股股票,0
357,000012,2.0,南 玻Ａ,4.869999885559082,100.0,证券,A股股票,0
358,000014,2.0,沙河股份,392.039999961853,100.0,证券,A股股票,0
359,000016,2.0,深康佳Ａ,4.570000171661377,100.0,证券,A股股票,0
360,000017,2.0,深中华A,4.690000057220459,100.0,证券,A股股票,0
361,000018,2.0,神城A退,131072.125,100.0,证券,A股股票,0
362,000019,2.0,深粮控股,6.0900001525878915,100.0,证券,A股股票,0
363,000020,2.0,深华发Ａ,760.0024995803833,100.0,证券,A股股票,0
364,000021,2.0,深科技,984.027500152588,100.0,证券,A股股票,0
365,000023,2.0,深天地Ａ,1288.0,100.0,证券,A股股票,0
366,000025,2.0,特 力Ａ,21.3700008392334,100.0,证券,A股股票,0
367,000026,2.0,飞亚达Ａ,1192.0349998474119,100.0,证券,A股股票,0
368,000027,2.0,深圳能源,6.239999771118164,100.0,证券,A股股票,0
369,000028,2.0,国药一致,236.0800018310547,100.0,证券,A股股票,0
370,000029,2.0,深深房Ａ,760.0325002670288,100.0,证券,A股股票,0
371,000030,2.0,富奥股份,4.71999979019165,100.0,证券,A股股票,0
372,000031,2.0,大悦城,7.1599998474121085,100.0,证券,A股股票,0
373,000032,2.0,深桑达Ａ,1512.0249996185305,100.0,证券,A股股票,0
374,000034,2.0,神州数码,21.61000061035156,100.0,证券,A股股票,0
375,000035,2.0,中国天楹,6.110000133514403,100.0,证券,A股股票,0
376,000036,2.0,华联控股,4.2800002098083505,100.0,证券,A股股票,0
377,000037,2.0,深南电A,1336.022500038147,100.0,证券,A股股票,0
378,000038,2.0,深大通,1368.017499923706,100.0,证券,A股股票,0
379,000039,2.0,中集集团,536.0275001525879,100.0,证券,A股股票,0
380,000040,2.0,东旭蓝天,4.190000057220459,100.0,证券,A股股票,0
381,000042,2.0,中洲控股,616.0050001144408,100.0,证券,A股股票,0
382,000045,2.0,深纺织Ａ,7.730000019073486,100.0,证券,A股股票,0
383,000046,2.0,泛海控股,4.579999923706055,100.0,证券,A股股票,0
384,000048,2.0,康达尔,21.88999938964844,100.0,证券,A股股票,0
